jogador,idade,nacionalidade,time,valor,posicao
T. Forbes,22,England,Newport County,130K,RWB
K. Lara,19,Chile,Curicó Unido,170K,LB
A. Baun,22,Denmark,Hobro IK,120K,RM
B. Niezgoda,18,Poland,Jagiellonia Białystok,150K,GK
A. Doğan,16,Turkey,Kayserispor,160K,CB
A. Payne,18,England,Norwich City,180K,CM
J. López,18,Argentina,Racing Club,180K,CM
M. Matic,22,Switzerland,Grasshopper Club Zürich,120K,GK
Chang Feiya,25,China PR,Guangzhou R&F; FC,110K,ST
J. Kayode,18,Nigeria,Rotherham United,180K,ST
A. Arigoni,19,Switzerland,Grasshopper Club Zürich,110K,LB
R. McGinley,18,Northern Ireland,Rotherham United,160K,LM
T. Amos,20,Sweden,IFK Göteborg,140K,GK
Y. Taki,18,Japan,Shimizu S-Pulse,180K,CM
D. Błanik,21,Poland,Pogoń Szczecin,140K,RM
Y. Nishimura,18,Japan,Shimizu S-Pulse,120K,CM
M. Howarth,19,England,Burnley,140K,CM
S. Mann,21,Austria,TSV Hartberg,160K,CM
M. Karlsson,22,Sweden,Örebro SK,90K,GK
Y. Oki,18,Japan,Kashima Antlers,150K,GK
R. Swan,22,Republic of Ireland,Bohemian FC,120K,ST
D. Noone,21,Republic of Ireland,Bray Wanderers,140K,CAM
Wang Liang,28,China PR,Dalian YiFang FC,70K,RB
M. Ross Jensen,17,Denmark,Aalborg BK,160K,CB
F. Kraft,19,Germany,VfL Bochum 1848,160K,GK
A. Bonnah,18,Sweden,IF Brommapojkarna,130K,CM
M. Barker,24,Republic of Ireland,Bohemian FC,90K,RB
O. Bayode,19,England,Burnley,130K,RM
C. Bassett,16,United States,Colorado Rapids,180K,CDM
Víctor Gómez,18,Spain,RCD Espanyol,160K,LB
B. Berríos,20,Chile,Colo-Colo,190K,CM
N. Logue,22,Northern Ireland,Derry City,110K,CB
D. Dennehy,29,Republic of Ireland,Limerick FC,70K,RCB
S. Harding,29,Republic of Ireland,Bray Wanderers,70K,RWB
K. Sibille,19,Argentina,River Plate,170K,CB
C. Oxlade-Chamberlain,20,England,Notts County,180K,RB
J. Guttau,18,Germany,Hallescher FC,180K,CAM
N. Hunt,34,England,Crewe Alexandra,30K,RB
E. Çetindere,18,Turkey,Sivasspor,180K,CDM
Jang Eun Gyu,25,Korea Republic,Sangju Sangmu FC,110K,CM
F. Durmuş,19,Turkey,Sivasspor,190K,CM
R. Lopez-Espin,22,United States,Real Salt Lake,140K,ST
J. Singh,26,India,,0,
K. Davies,21,Wales,Notts County,140K,CB
Y. Aguila,22,Chile,Club Deportes Temuco,110K,LB
J. Romo,18,Chile,CD Palestino,180K,ST
A. Troffa,18,France,GFC Ajaccio,160K,CM
F. Darisi,21,Saudi Arabia,Al Ahli,140K,CB
A. Quintana,23,Colombia,Atlético Huila,100K,GK
K. Klaesson,17,Norway,Vålerenga Fotball,140K,GK
H. Ishikawa,19,Japan,Sagan Tosu,130K,CM
C. Moreno,20,Mexico,CD Everton de Viña del Mar,100K,GK
E. Selen,23,Turkey,Yeni Malatyaspor,90K,GK
M. Hernández,19,Argentina,Club Atlético Colón,190K,CM
A. Sevestre,19,France,US Orléans Loiret Football,130K,GK
L. Dunne,19,Republic of Ireland,Colchester United,190K,CAM
L. Cass,18,England,Newcastle United,160K,RB
S. Jurado,20,Mexico,Tiburones Rojos de Veracruz,160K,GK
G. Kawanami,27,Japan,Vegalta Sendai,70K,GK
D. Araki,24,Japan,Júbilo Iwata,110K,CM
R. Uehara,21,Japan,Júbilo Iwata,150K,RCM
J. Grayson,19,England,Blackburn Rovers,170K,CB
N. Gartside,20,Northern Ireland,Derry City,130K,GK
R. Piscitelli,24,Italy,Carpi,80K,GK
H. Guenouche,18,France,FC Zürich,160K,LB
N. Hahn,17,Austria,FK Austria Wien,180K,CDM
E. Küc,21,Germany,FC Würzburger Kickers,140K,CAM
J. Galić,18,Germany,SV Darmstadt 98,150K,GK
E. Iandolo,20,England,Swindon Town,130K,LB
B. Doherty,21,Republic of Ireland,Derry City,150K,LB
K. Yamaguchi,23,Japan,Shonan Bellmare,120K,CF
H. Ishihara,19,Japan,Shonan Bellmare,190K,LM
W. Scott,18,Australia,Perth Glory,140K,LB
H. Offia,18,Nigeria,IK Sirius,140K,LM
R. Yañez,23,Chile,CD O'Higgins,110K,GK
K. Ward,18,England,Mansfield Town,180K,CM
G. Rogers,17,England,Yeovil Town,180K,RM
K. McIntosh,24,United States,Portland Timbers,90K,GK
W. Graham,19,Scotland,Kilmarnock,190K,ST
M. Henvey,18,Scotland,Dundee FC,180K,ST
L. Gray,22,Wales,Carlisle United,110K,GK
E. Suliman,20,England,FC Emmen,140K,CB
K. Mellado,19,Chile,Deportes Iquique,190K,ST
F. Tägtström,20,Sweden,GIF Sundsvall,120K,CB
J. Kronig,18,Switzerland,BSC Young Boys,180K,CB
M. Edjouma,21,France,FC Lorient,120K,CDM
L. Wackerle,22,Austria,SKN St. Pölten,90K,GK
T. Shibuya,23,Japan,Nagoya Grampus,90K,GK
B. Mumba,16,England,Sunderland,190K,CM
A. Addai,24,England,Cheltenham Town,130K,ST
R. Gómez,16,Argentina,Belgrano de Córdoba,190K,RM
A. Gilchrist,23,Scotland,Derry City,120K,LCB
V. Reitstetter,20,Germany,FC Carl Zeiss Jena,150K,CB
B. Ozegovic,18,Austria,SCR Altach,110K,GK
M. Orozco,22,Mexico,Querétaro,120K,RB
S. Bakan,17,Turkey,Göztepe SK,180K,LM
M. Leverbe,21,France,Sampdoria,110K,CB
P. Almqvist,18,Sweden,IFK Norrköping,180K,LW
Wang Chu,27,China PR,Beijing Renhe FC,90K,CAM
M. Prinz,18,Germany,SC Preußen Münster,150K,GK
M. García,19,Colombia,Once Caldas,130K,ST
P. Pellegrino,20,Italy,Cosenza,100K,GK
R. Al Otaibi,18,Saudi Arabia,Al Wehda,160K,RB
N. Hämäläinen,21,Finland,Queens Park Rangers,120K,LB
A. Kapp,23,United States,Minnesota United FC,100K,GK
L. Shabani,18,Albania,Malmö FF,180K,LM
B. Castrejón,21,Mexico,Pachuca,120K,LB
A. Kawai,18,Japan,Sanfrecce Hiroshima,140K,LB
A. Nadesan,23,England,Carlisle United,120K,RS
A. Rodriguez,19,Chile,Universidad de Chile,170K,CB
V. Kaith,21,India,,0,GK
S. Daly-Bütz,22,Republic of Ireland,Cork City,130K,RM
A. Gudjónsson,19,Norway,Strømsgodset IF,170K,CB
H. Andersson,16,Sweden,Örebro SK,160K,CB
C. Elliot,18,New Zealand,Wellington Phoenix,180K,CAM
V. Triboulet,19,France,AS Nancy Lorraine,190K,ST
A. Zaizen,19,Japan,FC Wacker Innsbruck,150K,CAM
C. López,23,Colombia,Itagüí Leones FC,110K,GK
A. Kigbu,19,England,Wolfsberger AC,170K,CB
S. Tracy,29,Republic of Ireland,Limerick FC,70K,LB
C. Sepúlveda,21,Colombia,Jaguares de Córdoba,140K,CDM
S. Martin,21,Scotland,Hamilton Academical FC,190K,LDM
Y. Nishibe,37,Japan,Shimizu S-Pulse,10K,GK
Liu Le,29,China PR,Chongqing Dangdai Lifan FC SWM Team,70K,LB
R. Clampin,19,England,Colchester United,170K,LB
L. Hlabi,18,England,Gillingham,100K,ST
L. O'Reilly,22,England,Carlisle United,100K,GK
H. Noda,20,Japan,Gamba Osaka,180K,CB
K. Taimi,26,Finland,,0,RB
R. Al Najjar,23,Saudi Arabia,Al Ittihad,90K,GK
Liu Yue,20,China PR,Tianjin Quanjian FC,140K,LM
A. Takagi,20,Japan,Gamba Osaka,150K,ST
P. Bahanack,20,Cameroon,Stade de Reims,120K,CB
M. Leiva,18,Chile,CD Everton de Viña del Mar,180K,ST
A. Hodžić,18,Austria,Wolfsberger AC,160K,ST
R. Mantel,17,Belgium,Sporting Lokeren,140K,GK
I. Mahnashi,18,Saudi Arabia,Ettifaq FC,180K,CM
J. Hamon,23,England,Exeter City,90K,GK
J. Earing,19,England,Bolton Wanderers,190K,CM
M. Kamissoko,25,France,FC Lorient,100K,CB
O. Nowak,20,Poland,Zagłębie Lubin,140K,ST
J. Alvarado,18,Mexico,Monterrey,180K,ST
B. Wade,17,England,Rochdale,160K,GK
Mai Jiajian,22,China PR,Guangzhou R&F; FC,120K,LM
H. Hawsawi,21,Saudi Arabia,Al Fayha,120K,GK
J. Montoya,19,Colombia,Itagüí Leones FC,160K,GK
Dong YanFeng,22,China PR,Dalian YiFang FC,100K,RB
M. Said,18,Sweden,Empoli,200K,ST
G. Arib,18,France,Valenciennes FC,160K,CDM
T. Mohr,21,Germany,Holstein Kiel,110K,CB
Sun Ya,21,China PR,Tianjin TEDA FC,140K,RM
J. Łabojko,20,Poland,Śląsk Wrocław,120K,CDM
D. Camara Bos,19,Netherlands,FC Emmen,150K,RB
J. Saki,27,France,AS Béziers,90K,CM
A. Benedyczak,17,Poland,Pogoń Szczecin,180K,ST
Li Chen,21,China PR,Beijing Renhe FC,130K,GK
A. Kajpust,19,Poland,Cracovia,110K,CB
J. Cano,22,United States,FC Dallas,120K,RB
M. Minder,25,Switzerland,Neuchâtel Xamax,90K,GK
A. Marie-Sainte,19,France,Livorno,170K,CB
L. Sutton,21,England,Scunthorpe United,110K,RB
D. Amos,18,England,Doncaster Rovers,160K,LB
M. Goto,24,Japan,Shonan Bellmare,90K,GK
A. Splaine,21,Scotland,Derry City,110K,CDM
C. Peters,19,England,Walsall,170K,ST
R. Sulewski,24,Poland,Arka Gdynia,100K,RB
Luo Hao,23,China PR,Chongqing Dangdai Lifan FC SWM Team,100K,CB
R. Deiman,19,Netherlands,FC Emmen,150K,CM
T. Okuda,29,Japan,V-Varen Nagasaki,70K,GK
T. Jäntti,18,Finland,HJK Helsinki,180K,CAM
C. Haas,25,Austria,SK Rapid Wien,80K,GK
Jin Qiang,25,China PR,Dalian YiFang FC,100K,RDM
Z. Hakeem,19,England,Mansfield Town,170K,ST
Zhao Yingjie,25,China PR,Tianjin TEDA FC,110K,CM
R. Ayagwa,20,Nigeria,Lillestrøm SK,160K,CM
C. Ortiz,31,Venezuela,CD Huachipato,80K,ST
P. Samiec-Talar,16,Poland,Śląsk Wrocław,180K,ST
D. Butterworth,18,England,Blackburn Rovers,180K,ST
Y. Nuxoll,20,Germany,SV Meppen,140K,CB
A. Sow,18,Senegal,Racing Club de Lens,180K,RW
S. Svenlén,18,Sweden,IF Brommapojkarna,110K,CB
F. Botiseriu,19,Germany,1. FC Kaiserslautern,170K,LB
L. Ward,21,England,Northampton Town,160K,GK
H. Palacios,18,Colombia,Atlético Nacional,200K,RW
N. Bai,19,France,Chamois Niortais Football Club,150K,LB
H. Pickering,19,England,Crewe Alexandra,170K,LB
J. Dakir,21,Denmark,Randers FC,110K,GK
Hugo Díaz,21,Spain,Leeds United,180K,CB
T. Lowery,20,England,Crewe Alexandra,190K,CM
J. Jaimes,20,Colombia,Atlético Bucaramanga,180K,CDM
J. Tromsdal,20,Norway,Ranheim Fotball,140K,CM
O. Aga,17,Norway,Stabæk Fotball,200K,ST
J. Brannefalk,20,Sweden,Trelleborgs FF,140K,CM
E. Adebayo,20,England,Swindon Town,160K,LW
J. Simpson,19,England,Forest Green Rovers,150K,CM
E. Durmaz,18,Sweden,Hammarby IF,100K,LM
A. Groundstroem,18,Sweden,IF Brommapojkarna,90K,CB
Y. Fofana,17,France,Le Havre AC,110K,GK
A. Harper,20,England,Bristol Rovers,100K,RB
H. Darling,18,England,Cambridge United,130K,CB
E. Ross,21,England,Colchester United,100K,GK
D. Wenzel-Halls,20,Australia,Brisbane Roar,150K,ST
J. Quiñones Saya,18,Colombia,América de Cali,150K,RM
K. Brouder,19,Republic of Ireland,Limerick FC,90K,LCB
J. Berger,18,Germany,FC Hansa Rostock,130K,CDM
T. Holland,20,Republic of Ireland,Limerick FC,110K,GK
R. Lovett,21,England,Cheltenham Town,90K,GK
C. Magerusan,18,Romania,Bohemian FC,110K,ST
V. Adebayor,21,Niger,Vejle Boldklub,110K,CAM
T. Queen,19,Scotland,Kilmarnock,130K,CB
C. Ruiz,20,Colombia,Boyacá Chicó FC,120K,CM
M. Malec,23,Poland,Pogoń Szczecin,80K,LCB
F. Macias,19,Venezuela,SD Huesca,150K,ST
F. Acosta,24,Colombia,Boyacá Chicó FC,90K,RM
M. Ndione,18,Sweden,IF Elfsborg,100K,ST
E. Fadda,21,Saudi Arabia,Al Qadisiyah,90K,GK
M. Siby,21,France,Valenciennes FC,80K,CDM
H. McKirdy,21,Scotland,Aston Villa,130K,ST
E. Otim,19,Uganda,Barnsley,150K,RM
D. Bochicchio,20,Italy,Sporting de Charleroi,90K,GK
O. Sverrisson,25,Sweden,BK Häcken,70K,LB
A. Smith,20,England,Hamilton Academical FC,150K,CAM
S. Avanzini,23,Italy,AC Horsens,80K,LB
E. Pastrana,18,Mexico,Tiburones Rojos de Veracruz,130K,CB
B. Lund,21,Denmark,Vendsyssel FF,110K,LB
M. Ibacache,19,Chile,CD Everton de Viña del Mar,90K,LB
M. Howard,18,England,Preston North End,140K,ST
H. Odoffin,20,England,Northampton Town,100K,RB
J. McAtee,18,England,Shrewsbury,140K,ST
R. Akbari,18,Australia,Melbourne Victory,140K,CAM
A. Reyes Ambuila,18,Colombia,Atlético Nacional,130K,CB
I. Sadiq,18,Ghana,FC Nordsjælland,140K,RW
C. Merrie,19,England,Wigan Athletic,140K,CM
L. Morrison,19,Scotland,Sligo Rovers,130K,ST
R. Strechie,17,Romania,Venezia FC,110K,CM
D. Castro,24,Chile,Unión La Calera,90K,ST
A. Al Shammari,26,Saudi Arabia,Al Raed,60K,GK
A. Long,17,England,Wigan Athletic,120K,CB
O. Sims,17,England,Colchester United,130K,LM
S. Wilson,19,England,Mansfield Town,120K,GK
L. Colville,19,England,Bradford City,110K,LM
S. Barone,19,Italy,Spezia,90K,GK
C. Scott,19,England,Dundee FC,150K,ST
M. Şatin,21,Austria,FC Wacker Innsbruck,100K,RM
Y. Kurihara,34,Japan,Yokohama F. Marinos,20K,CB
J. Hackett,18,England,Sunderland,100K,CM
C. Giuliani,19,Austria,SK Sturm Graz,120K,GK
S. Brady,22,Australia,Brisbane Roar,100K,RW
E. Breivik,18,Norway,Molde FK,130K,CDM
R. Huser,20,Switzerland,FC Basel 1893,150K,CM
J. Suárez,20,Colombia,Alianza Petrolera,120K,ST
D. Gąska,21,Poland,Śląsk Wrocław,90K,RM
S. Passi,23,India,,0,
D. Maekawa,23,Japan,Vissel Kobe,70K,GK
G. Maley,35,Scotland,Livingston FC,20K,GK
K. Yoshimaru,22,Japan,Vissel Kobe,70K,GK
B. Ekincier,19,Azerbaijan,VfL Bochum 1848,150K,LM
N. van den Dam,19,Netherlands,De Graafschap,120K,GK
S. Heaney,22,Republic of Ireland,Bray Wanderers,80K,LCB
C. MacDonald,20,Scotland,Derby County,130K,LB
M. Napa,19,England,Macclesfield Town,150K,RM
M. Venturi,19,Italy,Carpi,120K,CM
T. Durso,19,Argentina,Gimnasia y Esgrima La Plata,120K,GK
L. Gamíz,18,Mexico,Club Tijuana,130K,CDM
M. Molenda,17,Poland,Arka Gdynia,110K,GK
E. Watt,18,Scotland,Wolverhampton Wanderers,150K,CM
Xu Tianyuan,21,China PR,Hebei China Fortune FC,130K,LM
L. D'Arrigo,16,Australia,Adelaide United,130K,CAM
V. Barbero,17,Argentina,Belgrano de Córdoba,140K,ST
J. Pereira,23,Uruguay,San Luis de Quillota,70K,CB
A. Al Dakheel,22,Saudi Arabia,Al Hazem,90K,CB
I. Acero,18,Mexico,Deportivo Toluca,140K,CM
V. Adeboyejo,20,England,Barnsley,110K,ST
D. Dalling,19,England,Queens Park Rangers,150K,CAM
E. McKeown,19,England,Colchester United,110K,ST
J. Adams,17,Wales,Bury,130K,RM
B. Al Bahrani,23,Saudi Arabia,Al Fateh,70K,GK
N. Celic,19,Austria,LASK Linz,130K,CDM
M. Al Majhad,21,Saudi Arabia,Al Fateh,110K,CM
J. Ferreira,17,Colombia,FC Dallas,150K,ST
T. Lauritsen,20,Norway,Odds BK,120K,ST
Kang Yun Koo,25,Korea Republic,Daegu FC,90K,LM
M. Jenz,19,Germany,Fulham,130K,CB
C. Salomón,18,Chile,Universidad Católica,110K,CB
I. Núñez,19,Chile,Unión Española,130K,CB
B. Syla,20,Austria,Wolfsberger AC,90K,CAM
R. Gutiérrez,22,Mexico,Monarcas Morelia,80K,GK
W. Popp,23,Japan,Kawasaki Frontale,70K,GK
T. Kircher,19,Germany,Karlsruher SC,100K,RB
E. McGinty,18,Republic of Ireland,Sligo Rovers,110K,GK
T. Garratt,21,England,AFC Wimbledon,100K,LB
S. Gucciardo,19,Turkey,SC Paderborn 07,120K,ST
L. Russe,18,England,Bristol Rovers,110K,CM
J. Kerr,20,Scotland,Brighton & Hove Albion,130K,RB
R. McCourt,20,Republic of Ireland,Bohemian FC,100K,LDM
H. Strömgren,21,Sweden,Kalmar FF,80K,GK
Li Lei,25,China PR,Guizhou Hengfeng FC,70K,GK
A. Fantini,20,Japan,Sagan Tosu,120K,GK
V. Piechocki,21,France,Stade de Reims,110K,CAM
M. Giraldo,20,Colombia,Envigado FC,120K,CDM
A. Damlu,18,Turkey,Yeni Malatyaspor,110K,GK
K. Hori,19,Japan,Yokohama F. Marinos,110K,CAM
S. Machino,18,Japan,Yokohama F. Marinos,110K,ST
A. Nelson,20,England,Sunderland,110K,ST
O. Skarsem,19,Norway,Rosenborg BK,140K,CM
C. Zamorano,19,Chile,Club Deportes Temuco,130K,CDM
A. Søndergaard,17,Denmark,Wolverhampton Wanderers,120K,GK
G. Harada,20,Japan,Yokohama F. Marinos,80K,GK
E. Vertainen,19,Finland,HJK Helsinki,130K,CM
J. Breitfeld,21,Germany,FC Ingolstadt 04,120K,RM
J. Beaulieu,24,Canada,Montreal Impact,70K,GK
J. Weaver,21,England,Birmingham City,100K,GK
Mao Haoyu,21,China PR,Tianjin TEDA FC,100K,ST
M. Lopez,21,Chile,CD Huachipato,110K,CDM
F. Fridriksson,19,Iceland,Vejle Boldklub,130K,LWB
C. Camwell,19,England,Coventry City,130K,LB
J. Macdonald,22,Australia,Central Coast Mariners,120K,ST
M. Schmeling,18,Germany,MSV Duisburg,130K,LB
H. Sharahili,28,Saudi Arabia,Al Batin,70K,ST
P. Plewka,18,Poland,Wisła Kraków,110K,CDM
D. Marzino,21,Switzerland,BSC Young Boys,90K,GK
J. Echave,17,Chile,Unión Española,110K,GK
M. Welch-Hayes,21,England,Macclesfield Town,90K,RB
A. Lyons,17,Republic of Ireland,Bohemian FC,90K,RB
N. Feil,19,Germany,VfR Aalen,140K,CM
G. Gibson,17,Norway,Sandefjord Fotball,140K,ST
M. Saunders-Henry,18,England,Millwall,110K,RM
J. Hanson,18,England,Millwall,140K,CM
F. Preston,19,England,Sheffield Wednesday,150K,RM
M. Contreras,19,Chile,Unión La Calera,120K,ST
R. Tanaka,19,Japan,Kashiwa Reysol,120K,RM
G. Botos,17,Greece,AEK Athens,150K,CAM
S. Blaney,19,Republic of Ireland,Doncaster Rovers,110K,CB
T. Clavijo,19,Colombia,Once Caldas,130K,LB
A. Comrie,21,Scotland,St. Johnstone FC,130K,RB
Y. Ogaki,18,Japan,Nagoya Grampus,140K,ST
B. Cotter,19,Republic of Ireland,Ipswich Town,90K,RB
R. Masterson,21,Republic of Ireland,Bohemian FC,100K,ST
Ma Junliang,20,China PR,Guangzhou R&F; FC,150K,CM
A. Vucenovic,20,Austria,SKN St. Pölten,110K,ST
F. Gómez,18,Colombia,Itagüí Leones FC,140K,RM
J. Lártiga,20,Chile,San Luis de Quillota,120K,GK
J. Meiser,19,Germany,SG Sonnenhof Großaspach,120K,ST
M. Olsen,19,Norway,Stabæk Fotball,130K,RB
A. Reid,22,England,Stevenage,90K,ST
J. Isaksen,18,Norway,Kristiansund BK,120K,CM
Yu Zhen,21,China PR,Dalian YiFang FC,90K,CDM
B. Morgado,20,Switzerland,FC Sion,130K,LB
Shen Shuaishuai,19,China PR,Guangzhou R&F; FC,120K,GK
D. Lalhlimpuia,20,India,,0,
A. Zabani,21,Saudi Arabia,Al Batin,100K,CDM
L. Butroid,19,England,Scunthorpe United,130K,LB
S. Walker,17,England,Middlesbrough,150K,ST
N. Baumann,22,Switzerland,FC Zürich,70K,GK
P. Kalambayi,18,England,AFC Wimbledon,130K,CB
S. Awaka,23,Japan,Hokkaido Consadole Sapporo,60K,GK
R. Källman,19,Finland,HJK Helsinki,120K,GK
T. Wood,19,England,AFC Wimbledon,120K,ST
I. Angking,18,United States,New England Revolution,130K,CDM
Strefezza,21,Brazil,US Cremonese,100K,RW
Xie Weijun,20,China PR,Tianjin TEDA FC,110K,ST
D. Pik,17,Poland,Cracovia,130K,LM
R. Campbell,18,England,Gillingham,110K,ST
N. James,17,Australia,Newcastle Jets,90K,GK
D. Grimshaw,20,England,Manchester City,120K,GK
A. Aktas,18,Turkey,Stade de Reims,140K,CAM
E. Toal,19,Northern Ireland,Derry City,130K,RCB
T. Fantacci,21,Italy,Carpi,120K,CAM
R. Hutchinson,18,England,Burton Albion,130K,LB
J. Veale,21,Wales,Cardiff City,120K,CM
E. Kalsaas,17,Norway,SK Brann,90K,RB
M. Frese,20,Denmark,FC Nordsjælland,120K,LW
S. Yoneda,22,Japan,V-Varen Nagasaki,90K,CAM
S. Boyd,21,Scotland,Hamilton Academical FC,130K,ST
M. Al Sharimi,23,Saudi Arabia,Al Raed,80K,RB
A. Baldwin,21,England,Cheltenham Town,110K,CB
K. Grozos,17,Australia,Western Sydney Wanderers,130K,CAM
H. Brkic,18,Sweden,Trelleborgs FF,140K,ST
M. Pfeifer,18,Austria,TSV Hartberg,90K,CB
S. Ono,38,Japan,Hokkaido Consadole Sapporo,20K,CM
M. Attiyah,26,Saudi Arabia,Ohod Club,80K,LCM
B. Crellin,18,England,Fleetwood Town,110K,GK
J. Gallagher,22,Republic of Ireland,Atlanta United,110K,ST
J. King,22,England,St. Mirren,110K,CM
C. Barrios,20,Colombia,Patriotas Boyacá FC,120K,CAM
H. Brockbank,19,England,Bolton Wanderers,100K,CB
B. Scott,19,United States,1. FC Köln,120K,GK
M. Sheaf,18,England,Hull City,140K,RM
Zhang Yan,21,China PR,Jiangsu Suning FC,90K,GK
N. Mantl,18,Germany,SpVgg Unterhaching,110K,GK
K. Kumor,18,Poland,Zagłębie Sosnowiec,140K,RM
S. McNamee,17,Republic of Ireland,Derry City,130K,RCM
L. Zottele,19,Austria,SCR Altach,100K,CB
C. Tanor,20,Ghana,Hobro IK,130K,CM
K. Katz,18,Finland,HJK Helsinki,130K,CB
F. Al Birekan,18,Saudi Arabia,Al Nassr,140K,ST
P. Teixeira,19,Switzerland,BSC Young Boys,150K,LM
J. Lankester,18,England,Ipswich Town,160K,ST
Qian Yumiao,20,China PR,Tianjin Quanjian FC,120K,CB
S. Łapiński,17,Poland,Jagiellonia Białystok,130K,CAM
T. Ryan,21,Republic of Ireland,Cork City,100K,GK
J. Lindgren,20,Sweden,IFK Norrköping,110K,GK
S. George,20,England,Tranmere Rovers,100K,GK
J. McGarry,20,New Zealand,Willem II,110K,LW
M. Loaiza,23,Colombia,Atlético Bucaramanga,70K,GK
D. Łuczak,21,Poland,Śląsk Wrocław,100K,LM
A. Tymiński,18,Poland,Piast Gliwice,110K,CB
Liu Boyang,21,China PR,Beijing Renhe FC,80K,RB
J. Storevik,21,Norway,Sandefjord Fotball,100K,GK
K. Velde,18,Norway,FK Haugesund,100K,ST
T. Isherwood,20,Sweden,Bradford City,140K,CB
V. Fazliu,22,Switzerland,FC Lugano,100K,CM
D. Pakulski,19,Poland,Zagłębie Lubin,100K,RM
A. Al Dhafeeri,20,Saudi Arabia,Al Batin,100K,CM
M. Saavedra,18,Chile,Audax Italiano,140K,ST
S. Wolf,19,Switzerland,FC Luzern,130K,CM
C. John,18,England,Wolverhampton Wanderers,130K,CB
Jin Hui,29,China PR,Beijing Renhe FC,70K,ST
T. Renaud,17,France,FC Lorient,130K,CDM
J. Finnerty,19,Republic of Ireland,Bohemian FC,130K,LCB
K. Ackermann,17,Sweden,BK Häcken,150K,CM
J. Romanski,18,England,Swindon Town,90K,LB
D. Gutiérrez,21,Canada,CD Palestino,120K,LM
P. Wiśniewski,19,Poland,Górnik Zabrze,90K,RB
J. Hamilton,18,Scotland,Livingston FC,140K,ST
Zhao Xuebin,25,China PR,Dalian YiFang FC,90K,ST
Li Hailong,21,China PR,Shandong Luneng TaiShan FC,100K,RB
F. Ibsen,21,Denmark,FC København,90K,GK
B. Rivera,18,Chile,CD Everton de Viña del Mar,130K,RDM
R. McCrorie,20,Scotland,Rangers FC,120K,GK
D. Ojo,17,Italy,Yeovil Town,100K,LB
A. Parsons,19,England,Bristol City,130K,CB
J. Doherty,17,Republic of Ireland,Sheffield United,120K,CDM
N. Geisler,17,Germany,FC Energie Cottbus,130K,RCM
C. Devlin,20,Australia,Sydney FC,150K,CM
M. Kulke,17,Germany,SG Dynamo Dresden,130K,CM
L. Pellegrini,18,France,AC Ajaccio,130K,LB
J. Scholz,19,Germany,1. FC Kaiserslautern,130K,CB
S. Moloney,18,England,Bury,60K,GK
Y. Omoto,23,Japan,V-Varen Nagasaki,90K,RM
C. Lemonheigh-Evans,21,Wales,Bristol City,120K,ST
K. O'Sullivan,18,Republic of Ireland,Limerick FC,110K,RM
D. Higgins,20,Scotland,Kilmarnock,110K,CB
K. Krzepisz,18,Poland,Arka Gdynia,70K,GK
O. Edlund,18,Sweden,Hammarby IF,110K,ST
Y. Al Qarni,19,Saudi Arabia,Al Ahli,100K,CDM
Y. Maouche,20,France,FC Zürich,110K,CM
L. Hedlund,19,Sweden,BK Häcken,130K,LW
J. Wicks,18,England,Millwall,120K,CM
S. Haubrock,18,Germany,VfL Osnabrück,110K,CB
A. Estacio,20,Colombia,Deportivo Pasto,130K,LM
J. Brändle,18,Germany,1. FC Heidenheim 1846,110K,LB
C. Singh,21,India,,0,
J. Walton,20,England,Barnsley,110K,GK
N. Sette,18,Australia,Melbourne Victory,120K,RW
K. Sparta,18,Australia,AFC Wimbledon,120K,CAM
T. Crawford,19,England,Notts County,100K,CAM
C. Coxe,19,Wales,Cardiff City,110K,RB
A. Crookes,20,England,Lincoln City,80K,LB
J. Waite,19,Wales,Cardiff City,130K,CM
L. Pierre,20,Haiti,AC Ajaccio,130K,ST
K. Mooney,19,England,Cheltenham Town,130K,ST
J. Piggott,19,England,Morecambe,130K,ST
F. Figueroa,20,Venezuela,Atlético Huila,110K,CAM
R. Harrington,19,Wales,Aberdeen,100K,RB
F. Sasmay,20,Chile,CD Antofagasta,100K,LM
L. Rivas,19,Colombia,Deportes Tolima,100K,GK
R. Gorman,24,Republic of Ireland,Bray Wanderers,70K,CB
D. Smith,18,England,Portsmouth,120K,ST
A. Long,21,France,FC Sochaux-Montbéliard,80K,GK
M. Tomizawa,24,Japan,V-Varen Nagasaki,60K,GK
Xu Jiamin,24,China PR,Beijing Renhe FC,60K,GK
E. Löder,18,Germany,FC Erzgebirge Aue,80K,CAM
O. Breistøl,19,Norway,Sandefjord Fotball,110K,CM
M. Schlosser,19,Germany,FC Erzgebirge Aue,70K,GK
L. Talbro,19,Denmark,FC Nordsjælland,110K,RB
E. Banza,18,Congo,HJK Helsinki,120K,RW
Zhu Chenjie,17,China PR,Shanghai Greenland Shenhua FC,120K,CB
T. Hamer,18,England,Oldham Athletic,110K,RB
K. Agudelo,19,Colombia,Atlético Huila,130K,LCM
D. Szczerbal,22,Poland,Śląsk Wrocław,50K,GK
F. Niang,23,Senegal,La Berrichonne de Châteauroux,80K,CM
N. Tzanev,21,New Zealand,AFC Wimbledon,80K,GK
Y. Suzuki,19,Japan,FC Tokyo,130K,CM
J. Keaney,19,Republic of Ireland,Sligo Rovers,110K,RCM
